Date,Team,Country
1972-02-25,Celtic,SCO
1972-02-26,Celtic,SCO
1972-02-27,Celtic,SCO
1972-02-28,Celtic,SCO
1972-02-29,Celtic,SCO
1972-03-01,Celtic,SCO
1972-03-02,Celtic,SCO
1972-03-03,Celtic,SCO
1972-03-04,Celtic,SCO
1972-03-05,Celtic,SCO
1972-03-06,Celtic,SCO
1972-03-07,Celtic,SCO
1972-03-08,Celtic,SCO
1972-03-09,Celtic,SCO
1972-03-10,Celtic,SCO
1972-03-11,Celtic,SCO
1972-03-12,Celtic,SCO
1972-03-13,Celtic,SCO
1972-03-14,Celtic,SCO
1972-03-15,Celtic,SCO
1972-03-16,Celtic,SCO
1972-03-17,Celtic,SCO
1972-03-18,Celtic,SCO
1972-03-19,Celtic,SCO
1972-03-20,Celtic,SCO
1972-03-21,Celtic,SCO
1972-03-22,Celtic,SCO
1972-03-23,Celtic,SCO
1972-03-24,Celtic,SCO
1972-03-25,Celtic,SCO
1972-03-26,Celtic,SCO
1972-03-27,Celtic,SCO
1972-03-28,Celtic,SCO
1972-03-29,Celtic,SCO
1972-03-30,Celtic,SCO
1972-03-31,Celtic,SCO
1972-04-01,Celtic,SCO
1972-04-02,Celtic,SCO
1972-04-03,Celtic,SCO
1972-04-04,Celtic,SCO
1972-04-05,Celtic,SCO
1972-04-06,Celtic,SCO
1972-04-07,Celtic,SCO
1972-04-08,Celtic,SCO
1972-04-09,Celtic,SCO
1972-04-10,Celtic,SCO
1972-04-11,Celtic,SCO
1972-04-12,Celtic,SCO
1972-04-13,Celtic,SCO
1972-04-14,Celtic,SCO
1972-04-15,Celtic,SCO
1972-04-16,Celtic,SCO
1972-04-17,Celtic,SCO
1972-04-18,Celtic,SCO
1972-04-19,Celtic,SCO
1972-04-20,Celtic,SCO
1972-04-21,Celtic,SCO
1972-04-22,Celtic,SCO
1972-04-23,Celtic,SCO
1972-04-24,Celtic,SCO
1972-04-25,Celtic,SCO
1972-04-26,Celtic,SCO
1972-04-27,Celtic,SCO
1972-04-28,Celtic,SCO
1972-04-29,Celtic,SCO
1972-04-30,Ajax,NED
1972-05-01,Ajax,NED
1972-05-02,Ajax,NED
1972-05-03,Ajax,NED
1972-05-04,Ajax,NED
1972-05-05,Ajax,NED
1972-05-06,Ajax,NED
1972-05-07,Ajax,NED
1972-05-08,Ajax,NED
1972-05-09,Ajax,NED
1972-05-10,Ajax,NED
1972-05-11,Ajax,NED
1972-05-12,Ajax,NED
1972-05-13,Ajax,NED
1972-05-14,Ajax,NED
1972-05-15,Ajax,NED
1972-05-16,Ajax,NED
1972-05-17,Ajax,NED
1972-05-18,Ajax,NED
1972-05-19,Ajax,NED
1972-05-20,Ajax,NED
1972-05-21,Ajax,NED
1972-05-22,Ajax,NED
1972-05-23,Ajax,NED
1972-05-24,Ajax,NED
1972-05-25,Ajax,NED
1972-05-26,Ajax,NED
1972-05-27,Ajax,NED
1972-05-28,Ajax,NED
1972-05-29,Ajax,NED
1972-05-30,Ajax,NED
1972-05-31,Ajax,NED
1972-06-01,Ajax,NED
1972-06-02,Ajax,NED
1972-06-03,Ajax,NED
1972-06-04,Ajax,NED
1972-06-05,Ajax,NED
1972-06-06,Ajax,NED
1972-06-07,Ajax,NED
1972-06-08,Ajax,NED
1972-06-09,Ajax,NED
1972-06-10,Ajax,NED
1972-06-11,Ajax,NED
1972-06-12,Ajax,NED
1972-06-13,Ajax,NED
1972-06-14,Ajax,NED
1972-06-15,Ajax,NED
1972-06-16,Ajax,NED
1972-06-17,Ajax,NED
1972-06-18,Ajax,NED
1972-06-19,Ajax,NED
1972-06-20,Ajax,NED
1972-06-21,Ajax,NED
1972-06-22,Ajax,NED
1972-06-23,Ajax,NED
1972-06-24,Ajax,NED
1972-06-25,Ajax,NED
1972-06-26,Ajax,NED
1972-06-27,Ajax,NED
1972-06-28,Ajax,NED
1972-06-29,Ajax,NED
1972-06-30,Ajax,NED
1972-07-01,Ajax,NED
1972-07-02,Ajax,NED
1972-07-03,Ajax,NED
1972-07-04,Ajax,NED
1972-07-05,Ajax,NED
1972-07-06,Ajax,NED
1972-07-07,Ajax,NED
1972-07-08,Ajax,NED
1972-07-09,Ajax,NED
1972-07-10,Ajax,NED
1972-07-11,Ajax,NED
1972-07-12,Ajax,NED
1972-07-13,Ajax,NED
1972-07-14,Ajax,NED
1972-07-15,Ajax,NED
1972-07-16,Ajax,NED
1972-07-17,Ajax,NED
1972-07-18,Ajax,NED
1972-07-19,Ajax,NED
1972-07-20,Ajax,NED
1972-07-21,Ajax,NED
1972-07-22,Ajax,NED
1972-07-23,Ajax,NED
1972-07-24,Ajax,NED
1972-07-25,Ajax,NED
1972-07-26,Ajax,NED
1972-07-27,Ajax,NED
1972-07-28,Ajax,NED
1972-07-29,Ajax,NED
1972-07-30,Ajax,NED
1972-07-31,Ajax,NED
1972-08-01,Ajax,NED
1972-08-02,Ajax,NED
1972-08-03,Ajax,NED
1972-08-04,Ajax,NED
1972-08-05,Ajax,NED
1972-08-06,Ajax,NED
1972-08-07,Ajax,NED
1972-08-08,Ajax,NED
1972-08-09,Ajax,NED
1972-08-10,Ajax,NED
1972-08-11,Ajax,NED
1972-08-12,Ajax,NED
1972-08-13,Ajax,NED
1972-08-14,Ajax,NED
1972-08-15,Ajax,NED
1972-08-16,Ajax,NED
1972-08-17,Ajax,NED
1972-08-18,Ajax,NED
1972-08-19,Ajax,NED
1972-08-20,Ajax,NED
1972-08-21,Ajax,NED
1972-08-22,Ajax,NED
1972-08-23,Ajax,NED
1972-08-24,Ajax,NED
1972-08-25,Ajax,NED
1972-08-26,Ajax,NED
1972-08-27,Ajax,NED
1972-08-28,Ajax,NED
1972-08-29,Ajax,NED
1972-08-30,Ajax,NED
1972-08-31,Ajax,NED
1972-09-01,Ajax,NED
1972-09-02,Ajax,NED
1972-09-03,Ajax,NED
1972-09-04,Ajax,NED
1972-09-05,Ajax,NED
1972-09-06,Ajax,NED
1972-09-07,Ajax,NED
1972-09-08,Ajax,NED
1972-09-09,Ajax,NED
1972-09-10,Ajax,NED
1972-09-11,Ajax,NED
1972-09-12,Ajax,NED
1972-09-13,Ajax,NED
1972-09-14,Ajax,NED
1972-09-15,Ajax,NED
1972-09-16,Ajax,NED
1972-09-17,Ajax,NED
1972-09-18,Ajax,NED
1972-09-19,Ajax,NED
1972-09-20,Ajax,NED
1972-09-21,Ajax,NED
1972-09-22,Ajax,NED
1972-09-23,Ajax,NED
1972-09-24,Ajax,NED
1972-09-25,Ajax,NED
1972-09-26,Ajax,NED
1972-09-27,Ajax,NED
1972-09-28,Ajax,NED
1972-09-29,Ajax,NED
1972-09-30,Ajax,NED
1972-10-01,Ajax,NED
1972-10-02,Liverpool,ENG
1972-10-03,Liverpool,ENG
1972-10-04,Liverpool,ENG
1972-10-05,Liverpool,ENG
1972-10-06,Liverpool,ENG
1972-10-07,Liverpool,ENG
1972-10-08,Liverpool,ENG
1972-10-09,Liverpool,ENG
1972-10-10,Liverpool,ENG
1972-10-11,Liverpool,ENG
1972-10-12,Liverpool,ENG
1972-10-13,Liverpool,ENG
1972-10-14,Liverpool,ENG
1972-10-15,Liverpool,ENG
1972-10-16,Ajax,NED
1972-10-17,Ajax,NED
1972-10-18,Ajax,NED
1972-10-19,Ajax,NED
1972-10-20,Ajax,NED
1972-10-21,Ajax,NED
1972-10-22,Ajax,NED
1972-10-23,Ajax,NED
1972-10-24,Ajax,NED
1972-10-25,Ajax,NED
1972-10-26,Liverpool,ENG
1972-10-27,Liverpool,ENG
1972-10-28,Liverpool,ENG
1972-10-29,Liverpool,ENG
1972-10-30,Liverpool,ENG
1972-10-31,Liverpool,ENG
1972-11-01,Liverpool,ENG
1972-11-02,Liverpool,ENG
1972-11-03,Liverpool,ENG
1972-11-04,Liverpool,ENG
1972-11-05,Liverpool,ENG
1972-11-06,Liverpool,ENG
1972-11-07,Liverpool,ENG
1972-11-08,Liverpool,ENG
1972-11-09,Liverpool,ENG
1972-11-10,Liverpool,ENG
1972-11-11,Liverpool,ENG
1972-11-12,Bayern,FRG
1972-11-13,Bayern,FRG
1972-11-14,Bayern,FRG
1972-11-15,Bayern,FRG
1972-11-16,Bayern,FRG
1972-11-17,Bayern,FRG
1972-11-18,Bayern,FRG
1972-11-19,Ajax,NED
1972-11-20,Ajax,NED
1972-11-21,Ajax,NED
1972-11-22,Ajax,NED
1972-11-23,Ajax,NED
1972-11-24,Ajax,NED
1972-11-25,Ajax,NED
1972-11-26,Ajax,NED
1972-11-27,Ajax,NED
1972-11-28,Ajax,NED
1972-11-29,Ajax,NED
1972-11-30,Ajax,NED
1972-12-01,Ajax,NED
1972-12-02,Ajax,NED
1972-12-03,Ajax,NED
1972-12-04,Liverpool,ENG
1972-12-05,Liverpool,ENG
1972-12-06,Liverpool,ENG
1972-12-07,Liverpool,ENG
1972-12-08,Liverpool,ENG
1972-12-09,Liverpool,ENG
1972-12-10,Liverpool,ENG
1972-12-11,Liverpool,ENG
1972-12-12,Liverpool,ENG
1972-12-13,Liverpool,ENG
1972-12-14,Liverpool,ENG
1972-12-15,Liverpool,ENG
1972-12-16,Liverpool,ENG
1972-12-17,Liverpool,ENG
1972-12-18,Liverpool,ENG
1972-12-19,Liverpool,ENG
1972-12-20,Liverpool,ENG
1972-12-21,Liverpool,ENG
1972-12-22,Liverpool,ENG
1972-12-23,Liverpool,ENG
1972-12-24,Liverpool,ENG
1972-12-25,Liverpool,ENG
1972-12-26,Liverpool,ENG
1972-12-27,Liverpool,ENG
1972-12-28,Liverpool,ENG
1972-12-29,Liverpool,ENG
1972-12-30,Liverpool,ENG
1972-12-31,Liverpool,ENG
1973-01-01,Liverpool,ENG
1973-01-02,Liverpool,ENG
1973-01-03,Liverpool,ENG
1973-01-04,Liverpool,ENG
1973-01-05,Liverpool,ENG
1973-01-06,Liverpool,ENG
1973-01-07,Liverpool,ENG
1973-01-08,Liverpool,ENG
1973-01-09,Liverpool,ENG
1973-01-10,Liverpool,ENG
1973-01-11,Liverpool,ENG
1973-01-12,Liverpool,ENG
1973-01-13,Liverpool,ENG
1973-01-14,Liverpool,ENG
1973-01-15,Liverpool,ENG
1973-01-16,Liverpool,ENG
1973-01-17,Liverpool,ENG
1973-01-18,Liverpool,ENG
1973-01-19,Liverpool,ENG
1973-01-20,Liverpool,ENG
1973-01-21,Liverpool,ENG
1973-01-22,Liverpool,ENG
1973-01-23,Liverpool,ENG
1973-01-24,Liverpool,ENG
1973-01-25,Liverpool,ENG
1973-01-26,Liverpool,ENG
1973-01-27,Liverpool,ENG
1973-01-28,Liverpool,ENG
1973-01-29,Liverpool,ENG
1973-01-30,Liverpool,ENG
1973-01-31,Liverpool,ENG
1973-02-01,Liverpool,ENG
1973-02-02,Liverpool,ENG
1973-02-03,Liverpool,ENG
1973-02-04,Liverpool,ENG
1973-02-05,Liverpool,ENG
1973-02-06,Liverpool,ENG
1973-02-07,Liverpool,ENG
1973-02-08,Liverpool,ENG
1973-02-09,Liverpool,ENG
1973-02-10,Liverpool,ENG
1973-02-11,Ajax,NED
1973-02-12,Ajax,NED
1973-02-13,Ajax,NED
1973-02-14,Ajax,NED
1973-02-15,Ajax,NED
1973-02-16,Ajax,NED
1973-02-17,Ajax,NED
1973-02-18,Ajax,NED
1973-02-19,Ajax,NED
1973-02-20,Ajax,NED
1973-02-21,Ajax,NED
1973-02-22,Ajax,NED
1973-02-23,Ajax,NED
1973-02-24,Ajax,NED
1973-02-25,Ajax,NED
1973-02-26,Ajax,NED
1973-02-27,Ajax,NED
1973-02-28,Ajax,NED
1973-03-01,Ajax,NED
1973-03-02,Ajax,NED
1973-03-03,Ajax,NED
1973-03-04,Ajax,NED
1973-03-05,Ajax,NED
1973-03-06,Ajax,NED
1973-03-07,Ajax,NED
1973-03-08,Ajax,NED
1973-03-09,Ajax,NED
1973-03-10,Ajax,NED
1973-03-11,Ajax,NED
1973-03-12,Ajax,NED
1973-03-13,Ajax,NED
1973-03-14,Ajax,NED
1973-03-15,Ajax,NED
1973-03-16,Ajax,NED
1973-03-17,Ajax,NED
1973-03-18,Ajax,NED
1973-03-19,Ajax,NED
1973-03-20,Ajax,NED
1973-03-21,Ajax,NED
1973-03-22,Ajax,NED
1973-03-23,Ajax,NED
1973-03-24,Ajax,NED
1973-03-25,Ajax,NED
1973-03-26,Ajax,NED
1973-03-27,Ajax,NED
1973-03-28,Ajax,NED
1973-03-29,Ajax,NED
1973-03-30,Ajax,NED
1973-03-31,Ajax,NED
1973-04-01,Ajax,NED
1973-04-02,Ajax,NED
1973-04-03,Ajax,NED
1973-04-04,Ajax,NED
1973-04-05,Ajax,NED
1973-04-06,Ajax,NED
1973-04-07,Ajax,NED
1973-04-08,Ajax,NED
1973-04-09,Ajax,NED
1973-04-10,Ajax,NED
1973-04-11,Ajax,NED
1973-04-12,Ajax,NED
1973-04-13,Ajax,NED
1973-04-14,Ajax,NED
1973-04-15,Ajax,NED
1973-04-16,Ajax,NED
1973-04-17,Ajax,NED
1973-04-18,Ajax,NED
1973-04-19,Ajax,NED
1973-04-20,Ajax,NED
1973-04-21,Ajax,NED
1973-04-22,Ajax,NED
1973-04-23,Ajax,NED
1973-04-24,Ajax,NED
1973-04-25,Ajax,NED
1973-04-26,Ajax,NED
1973-04-27,Ajax,NED
1973-04-28,Ajax,NED
1973-04-29,Ajax,NED
1973-04-30,Ajax,NED
1973-05-01,Ajax,NED
1973-05-02,Ajax,NED
1973-05-03,Ajax,NED
1973-05-04,Ajax,NED
1973-05-05,Ajax,NED
1973-05-06,Ajax,NED
1973-05-07,Ajax,NED
1973-05-08,Ajax,NED
1973-05-09,Ajax,NED
1973-05-10,Ajax,NED
1973-05-11,Ajax,NED
1973-05-12,Ajax,NED
1973-05-13,Ajax,NED
1973-05-14,Ajax,NED
1973-05-15,Ajax,NED
1973-05-16,Ajax,NED
1973-05-17,Ajax,NED
1973-05-18,Ajax,NED
1973-05-19,Ajax,NED
1973-05-20,Ajax,NED
1973-05-21,Ajax,NED
1973-05-22,Ajax,NED
1973-05-23,Ajax,NED
1973-05-24,Ajax,NED
1973-05-25,Ajax,NED
1973-05-26,Ajax,NED
1973-05-27,Ajax,NED
1973-05-28,Ajax,NED
1973-05-29,Ajax,NED
1973-05-30,Ajax,NED
1973-05-31,Ajax,NED
1973-06-01,Ajax,NED
1973-06-02,Ajax,NED
1973-06-03,Ajax,NED
1973-06-04,Ajax,NED
1973-06-05,Ajax,NED
1973-06-06,Ajax,NED
1973-06-07,Ajax,NED
1973-06-08,Ajax,NED
1973-06-09,Ajax,NED
1973-06-10,Ajax,NED
1973-06-11,Ajax,NED
1973-06-12,Ajax,NED
1973-06-13,Ajax,NED
1973-06-14,Ajax,NED
1973-06-15,Ajax,NED
1973-06-16,Ajax,NED
1973-06-17,Ajax,NED
1973-06-18,Ajax,NED
1973-06-19,Ajax,NED
1973-06-20,Ajax,NED
1973-06-21,Ajax,NED
1973-06-22,Ajax,NED
1973-06-23,Ajax,NED
1973-06-24,Ajax,NED
1973-06-25,Ajax,NED
1973-06-26,Ajax,NED
1973-06-27,Ajax,NED
1973-06-28,Ajax,NED
1973-06-29,Ajax,NED
1973-06-30,Ajax,NED
1973-07-01,Ajax,NED
1973-07-02,Ajax,NED
1973-07-03,Ajax,NED
1973-07-04,Ajax,NED
1973-07-05,Ajax,NED
1973-07-06,Ajax,NED
1973-07-07,Ajax,NED
1973-07-08,Ajax,NED
1973-07-09,Ajax,NED
1973-07-10,Ajax,NED
1973-07-11,Ajax,NED
1973-07-12,Ajax,NED
1973-07-13,Ajax,NED
1973-07-14,Ajax,NED
1973-07-15,Ajax,NED
1973-07-16,Ajax,NED
1973-07-17,Ajax,NED
1973-07-18,Ajax,NED
1973-07-19,Ajax,NED
1973-07-20,Ajax,NED
1973-07-21,Ajax,NED
1973-07-22,Ajax,NED
1973-07-23,Ajax,NED
1973-07-24,Ajax,NED
1973-07-25,Ajax,NED
1973-07-26,Ajax,NED
1973-07-27,Ajax,NED
1973-07-28,Ajax,NED
1973-07-29,Ajax,NED
1973-07-30,Ajax,NED
1973-07-31,Ajax,NED
1973-08-01,Ajax,NED
1973-08-02,Ajax,NED
1973-08-03,Ajax,NED
1973-08-04,Ajax,NED
1973-08-05,Ajax,NED
1973-08-06,Ajax,NED
1973-08-07,Ajax,NED
1973-08-08,Ajax,NED
1973-08-09,Ajax,NED
1973-08-10,Ajax,NED
1973-08-11,Ajax,NED
1973-08-12,Ajax,NED
1973-08-13,Ajax,NED
1973-08-14,Ajax,NED
1973-08-15,Ajax,NED
1973-08-16,Ajax,NED
1973-08-17,Ajax,NED
1973-08-18,Ajax,NED
1973-08-19,Ajax,NED
1973-08-20,Ajax,NED
1973-08-21,Ajax,NED
1973-08-22,Ajax,NED
1973-08-23,Ajax,NED
1973-08-24,Ajax,NED
1973-08-25,Ajax,NED
1973-08-26,Ajax,NED
1973-08-27,Ajax,NED
1973-08-28,Ajax,NED
1973-08-29,Ajax,NED
1973-08-30,Ajax,NED
1973-08-31,Ajax,NED
1973-09-01,Ajax,NED
1973-09-02,Ajax,NED
1973-09-03,Ajax,NED
1973-09-04,Ajax,NED
1973-09-05,Ajax,NED
1973-09-06,Ajax,NED
1973-09-07,Ajax,NED
1973-09-08,Ajax,NED
1973-09-09,Ajax,NED
1973-09-10,Ajax,NED
1973-09-11,Ajax,NED
1973-09-12,Ajax,NED
1973-09-13,Ajax,NED
1973-09-14,Ajax,NED
1973-09-15,Ajax,NED
1973-09-16,Ajax,NED
1973-09-17,Ajax,NED
1973-09-18,Ajax,NED
1973-09-19,Ajax,NED
1973-09-20,Ajax,NED
1973-09-21,Ajax,NED
1973-09-22,Ajax,NED
1973-09-23,Ajax,NED
1973-09-24,Ajax,NED
1973-09-25,Ajax,NED
1973-09-26,Ajax,NED
1973-09-27,Ajax,NED
1973-09-28,Ajax,NED
1973-09-29,Ajax,NED
1973-09-30,Ajax,NED
1973-10-01,Ajax,NED
1973-10-02,Ajax,NED
1973-10-03,Ajax,NED
1973-10-04,Ajax,NED
1973-10-05,Ajax,NED
1973-10-06,Ajax,NED
1973-10-07,Ajax,NED
1973-10-08,Ajax,NED
1973-10-09,Ajax,NED
1973-10-10,Ajax,NED
1973-10-11,Ajax,NED
1973-10-12,Ajax,NED
1973-10-13,Ajax,NED
1973-10-14,Ajax,NED
1973-10-15,Ajax,NED
1973-10-16,Ajax,NED
1973-10-17,Ajax,NED
1973-10-18,Ajax,NED
1973-10-19,Ajax,NED
1973-10-20,Ajax,NED
1973-10-21,Ajax,NED
1973-10-22,Ajax,NED
1973-10-23,Ajax,NED
1973-10-24,Ajax,NED
1973-10-25,Ajax,NED
1973-10-26,Ajax,NED
1973-10-27,Ajax,NED
1973-10-28,Ajax,NED
1973-10-29,Ajax,NED
1973-10-30,Ajax,NED
1973-10-31,Ajax,NED
1973-11-01,Ajax,NED
1973-11-02,Ajax,NED
1973-11-03,Ajax,NED
1973-11-04,Ajax,NED
1973-11-05,Ajax,NED
1973-11-06,Ajax,NED
1973-11-07,Ajax,NED
1973-11-08,Ajax,NED
1973-11-09,Ajax,NED
1973-11-10,Ajax,NED
1973-11-11,Ajax,NED
1973-11-12,Ajax,NED
1973-11-13,Ajax,NED
1973-11-14,Ajax,NED
1973-11-15,Ajax,NED
1973-11-16,Ajax,NED
1973-11-17,Ajax,NED
1973-11-18,Ajax,NED
1973-11-19,Ajax,NED
1973-11-20,Ajax,NED
1973-11-21,Ajax,NED
1973-11-22,Ajax,NED
1973-11-23,Ajax,NED
1973-11-24,Ajax,NED
1973-11-25,Ajax,NED
1973-11-26,Ajax,NED
1973-11-27,Ajax,NED
1973-11-28,Ajax,NED
1973-11-29,Ajax,NED
1973-11-30,Ajax,NED
1973-12-01,Ajax,NED
1973-12-02,Ajax,NED
1973-12-03,Ajax,NED
1973-12-04,Ajax,NED
1973-12-05,Ajax,NED
1973-12-06,Ajax,NED
1973-12-07,Ajax,NED
1973-12-08,Ajax,NED
1973-12-09,Leeds,ENG
1973-12-10,Leeds,ENG
1973-12-11,Leeds,ENG
1973-12-12,Leeds,ENG
1973-12-13,Ajax,NED
1973-12-14,Ajax,NED
1973-12-15,Ajax,NED
1973-12-16,Ajax,NED
1973-12-17,Ajax,NED
1973-12-18,Ajax,NED
1973-12-19,Ajax,NED
1973-12-20,Ajax,NED
1973-12-21,Ajax,NED
1973-12-22,Ajax,NED
1973-12-23,Ajax,NED
1973-12-24,Ajax,NED
1973-12-25,Ajax,NED
1973-12-26,Ajax,NED
1973-12-27,Ajax,NED
1973-12-28,Ajax,NED
1973-12-29,Ajax,NED
1973-12-30,Ajax,NED
1973-12-31,Ajax,NED
1974-01-01,Ajax,NED
1974-01-02,Ajax,NED
1974-01-03,Ajax,NED
1974-01-04,Ajax,NED
1974-01-05,Ajax,NED
1974-01-06,Ajax,NED
1974-01-07,Ajax,NED
1974-01-08,Ajax,NED
1974-01-09,Ajax,NED
1974-01-10,Ajax,NED
1974-01-11,Ajax,NED
1974-01-12,Ajax,NED
1974-01-13,Ajax,NED
1974-01-14,Leeds,ENG
1974-01-15,Leeds,ENG
1974-01-16,Leeds,ENG
1974-01-17,Leeds,ENG
1974-01-18,Leeds,ENG
1974-01-19,Leeds,ENG
1974-01-20,Leeds,ENG
1974-01-21,Ajax,NED
1974-01-22,Ajax,NED
1974-01-23,Ajax,NED
1974-01-24,Ajax,NED
1974-01-25,Ajax,NED
1974-01-26,Ajax,NED
1974-01-27,Ajax,NED
1974-01-28,Ajax,NED
1974-01-29,Ajax,NED
1974-01-30,Ajax,NED
1974-01-31,Ajax,NED
1974-02-01,Ajax,NED
1974-02-02,Ajax,NED
1974-02-03,Ajax,NED
1974-02-04,Ajax,NED
1974-02-05,Ajax,NED
1974-02-06,Ajax,NED
1974-02-07,Ajax,NED
1974-02-08,Ajax,NED
1974-02-09,Ajax,NED
1974-02-10,Leeds,ENG
1974-02-11,Leeds,ENG
1974-02-12,Leeds,ENG
1974-02-13,Leeds,ENG
1974-02-14,Leeds,ENG
1974-02-15,Leeds,ENG
1974-02-16,Leeds,ENG
1974-02-17,Leeds,ENG
1974-02-18,Leeds,ENG
1974-02-19,Leeds,ENG
1974-02-20,Leeds,ENG
1974-02-21,Leeds,ENG
1974-02-22,Leeds,ENG
1974-02-23,Leeds,ENG
1974-02-24,Ajax,NED
1974-02-25,Ajax,NED
1974-02-26,Ajax,NED
1974-02-27,Ajax,NED
1974-02-28,Ajax,NED
1974-03-01,Ajax,NED
1974-03-02,Ajax,NED
1974-03-03,Ajax,NED
1974-03-04,Ajax,NED
1974-03-05,Ajax,NED
1974-03-06,Ajax,NED
1974-03-07,Ajax,NED
1974-03-08,Ajax,NED
1974-03-09,Ajax,NED
1974-03-10,Ajax,NED
1974-03-11,Ajax,NED
1974-03-12,Ajax,NED
1974-03-13,Ajax,NED
1974-03-14,Ajax,NED
1974-03-15,Ajax,NED
1974-03-16,Ajax,NED
1974-03-17,Ajax,NED
1974-03-18,Ajax,NED
1974-03-19,Ajax,NED
1974-03-20,Ajax,NED
1974-03-21,Ajax,NED
1974-03-22,Ajax,NED
1974-03-23,Ajax,NED
1974-03-24,Liverpool,ENG
1974-03-25,Liverpool,ENG
1974-03-26,Liverpool,ENG
1974-03-27,Liverpool,ENG
1974-03-28,Liverpool,ENG
1974-03-29,Liverpool,ENG
1974-03-30,Liverpool,ENG
1974-03-31,Liverpool,ENG
1974-04-01,Liverpool,ENG
1974-04-02,Liverpool,ENG
1974-04-03,Liverpool,ENG
1974-04-04,Liverpool,ENG
1974-04-05,Liverpool,ENG
1974-04-06,Liverpool,ENG
1974-04-07,Liverpool,ENG
1974-04-08,Liverpool,ENG
1974-04-09,Liverpool,ENG
1974-04-10,Liverpool,ENG
1974-04-11,Liverpool,ENG
1974-04-12,Liverpool,ENG
1974-04-13,Liverpool,ENG
1974-04-14,Liverpool,ENG
1974-04-15,Liverpool,ENG
1974-04-16,Liverpool,ENG
1974-04-17,Liverpool,ENG
1974-04-18,Liverpool,ENG
1974-04-19,Liverpool,ENG
1974-04-20,Liverpool,ENG
1974-04-21,Liverpool,ENG
1974-04-22,Liverpool,ENG
1974-04-23,Liverpool,ENG
1974-04-24,Liverpool,ENG
1974-04-25,Liverpool,ENG
1974-04-26,Liverpool,ENG
1974-04-27,Liverpool,ENG
1974-04-28,Liverpool,ENG
1974-04-29,Liverpool,ENG
1974-04-30,Liverpool,ENG
1974-05-01,Liverpool,ENG
1974-05-02,Liverpool,ENG
1974-05-03,Liverpool,ENG
1974-05-04,Liverpool,ENG
1974-05-05,Liverpool,ENG
1974-05-06,Liverpool,ENG
1974-05-07,Liverpool,ENG
1974-05-08,Liverpool,ENG
1974-05-09,Liverpool,ENG
1974-05-10,Liverpool,ENG
1974-05-11,Liverpool,ENG
1974-05-12,Liverpool,ENG
1974-05-13,Liverpool,ENG
1974-05-14,Liverpool,ENG
1974-05-15,Liverpool,ENG
1974-05-16,Liverpool,ENG
1974-05-17,Liverpool,ENG
1974-05-18,Bayern,FRG
1974-05-19,Liverpool,ENG
1974-05-20,Liverpool,ENG
1974-05-21,Liverpool,ENG
1974-05-22,Liverpool,ENG
1974-05-23,Liverpool,ENG
1974-05-24,Liverpool,ENG
1974-05-25,Liverpool,ENG
1974-05-26,Liverpool,ENG
1974-05-27,Liverpool,ENG
1974-05-28,Liverpool,ENG
1974-05-29,Liverpool,ENG
1974-05-30,Liverpool,ENG
1974-05-31,Liverpool,ENG
1974-06-01,Liverpool,ENG
1974-06-02,Liverpool,ENG
1974-06-03,Liverpool,ENG
1974-06-04,Liverpool,ENG
1974-06-05,Liverpool,ENG
1974-06-06,Liverpool,ENG
1974-06-07,Liverpool,ENG
1974-06-08,Liverpool,ENG
1974-06-09,Liverpool,ENG
1974-06-10,Liverpool,ENG
1974-06-11,Liverpool,ENG
1974-06-12,Liverpool,ENG
1974-06-13,Liverpool,ENG
1974-06-14,Liverpool,ENG
1974-06-15,Liverpool,ENG
1974-06-16,Liverpool,ENG
1974-06-17,Liverpool,ENG
1974-06-18,Liverpool,ENG
1974-06-19,Liverpool,ENG
1974-06-20,Liverpool,ENG
1974-06-21,Liverpool,ENG
1974-06-22,Liverpool,ENG
1974-06-23,Liverpool,ENG
1974-06-24,Liverpool,ENG
1974-06-25,Liverpool,ENG
1974-06-26,Liverpool,ENG
1974-06-27,Liverpool,ENG
1974-06-28,Liverpool,ENG
1974-06-29,Liverpool,ENG
1974-06-30,Liverpool,ENG
1974-07-01,Liverpool,ENG
1974-07-02,Liverpool,ENG
1974-07-03,Liverpool,ENG
1974-07-04,Liverpool,ENG
1974-07-05,Liverpool,ENG
1974-07-06,Liverpool,ENG
1974-07-07,Liverpool,ENG
1974-07-08,Liverpool,ENG
1974-07-09,Liverpool,ENG
1974-07-10,Liverpool,ENG
1974-07-11,Liverpool,ENG
1974-07-12,Liverpool,ENG
1974-07-13,Liverpool,ENG
1974-07-14,Liverpool,ENG
1974-07-15,Liverpool,ENG
1974-07-16,Liverpool,ENG
1974-07-17,Liverpool,ENG
1974-07-18,Liverpool,ENG
1974-07-19,Liverpool,ENG
1974-07-20,Liverpool,ENG
1974-07-21,Liverpool,ENG
1974-07-22,Liverpool,ENG
1974-07-23,Liverpool,ENG
1974-07-24,Liverpool,ENG
1974-07-25,Liverpool,ENG
1974-07-26,Liverpool,ENG
1974-07-27,Liverpool,ENG
1974-07-28,Liverpool,ENG
1974-07-29,Liverpool,ENG
1974-07-30,Liverpool,ENG
1974-07-31,Liverpool,ENG
1974-08-01,Liverpool,ENG
1974-08-02,Liverpool,ENG
1974-08-03,Liverpool,ENG
1974-08-04,Liverpool,ENG
1974-08-05,Liverpool,ENG
1974-08-06,Liverpool,ENG
